qid,name,category,country,iso,lat,lon,year,century,wikipedia,image,sitelinks,pageviews,fame_rank
Q1480604,Château de Pau,palace,France,FR,43.29472,-0.375,,,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Pau,https://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20Pau%20Enceinte.jpg?width=1280,19,11501,716
Q2244183,Schloss Wilhelminenberg,palace,Austria,AT,48.21955,16.28555,,,https://en.wikipedia.org/wiki/Schloss_Wilhelminenberg,https://commons.wikimedia.org/wiki/Special:FilePath/Ottakring%20%28Wien%29%20-%20Schloss%20Wilhelminenberg%20%28a%29.JPG?width=1280,19,2917,1188
Q19830,Castello del Valentino,palace,Italy,IT,45.05403,7.68687,,,https://en.wikipedia.org/wiki/Castello_del_Valentino,https://commons.wikimedia.org/wiki/Special:FilePath/Castello%20del%20Valentino%20settembre%202023.jpg?width=1280,19,9067,809
Q1350295,Montaza Palace,palace,Egypt,EG,31.2886,30.0159,1892,19th century,https://en.wikipedia.org/wiki/Montaza_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/MONTAZA%20GARDENS%20AND%20PARK%2C%20ALEXANDRIA%2C%20EGYPT.jpg?width=1280,19,22362,533
Q588680,Constantine Palace,palace,Russia,RU,59.85391,30.05837,1720,18th century,https://en.wikipedia.org/wiki/Constantine_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Constantine%20Palace%20in%20Strelna.jpg?width=1280,19,7863,856
Q1033333,Hamarikyu Gardens,palace,Japan,JP,35.66,139.762,1660,17th century,https://en.wikipedia.org/wiki/Hama-riky%C5%AB_Gardens,https://commons.wikimedia.org/wiki/Special:FilePath/Hamarikyu%20Garden%20as%20seen%20from%20Shiodome.jpg?width=1280,19,8874,815
Q1046529,Casa de Pilatos,palace,Spain,ES,37.39027,-5.98699,1483,15th century,https://en.wikipedia.org/wiki/Casa_de_Pilatos,https://commons.wikimedia.org/wiki/Special:FilePath/Casa%20pilatos%202018002.jpg?width=1280,19,30235,475
Q933384,Independence Palace,palace,Vietnam,VN,10.77705,106.69537,1955,20th century,https://en.wikipedia.org/wiki/Independence_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/20190923%20Independence%20Palace-10.jpg?width=1280,19,65135,361
Q2028348,Geguti,palace,Georgia,GE,42.19111,42.69083,1200,12th century,https://en.wikipedia.org/wiki/Palace_of_Geguti,https://commons.wikimedia.org/wiki/Special:FilePath/Geguti.jpg?width=1280,19,1466,1387
Q1095476,Kazimierz Palace,palace,Poland,PL,52.24069,21.02028,1641,17th century,https://en.wikipedia.org/wiki/Casimir_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Kazimierz%20Palace.JPG?width=1280,19,2431,1239
Q637314,Summer Palace of Peter I,palace,Russia,RU,59.94722,30.33611,1703,18th century,https://en.wikipedia.org/wiki/Summer_Palace_of_Peter_the_Great,https://commons.wikimedia.org/wiki/Special:FilePath/Summer%20Palace%20of%20Peter%20I.jpg?width=1280,19,9814,774
Q1478288,Palace of Ajuda,palace,Portugal,PT,38.7075,-9.19778,,,https://en.wikipedia.org/wiki/Palace_of_Ajuda,https://commons.wikimedia.org/wiki/Special:FilePath/Palacio%20Ajuda%20Lisboa%205.JPG?width=1280,19,17523,597
Q1284847,Palace of the Grand Dukes of Lithuania,palace,Lithuania,LT,54.68585,25.28896,,,https://en.wikipedia.org/wiki/Palace_of_the_Grand_Dukes_of_Lithuania,https://commons.wikimedia.org/wiki/Special:FilePath/Valdovu%20by%20Augustas%20Didzgalvis.jpg?width=1280,19,12418,686
Q2665595,Palacio de San Telmo,palace,Spain,ES,37.38028,-5.99361,1682,17th century,https://en.wikipedia.org/wiki/Palacio_de_San_Telmo,https://commons.wikimedia.org/wiki/Special:FilePath/Palacio%20de%20San%20Telmo%2C%20Sevilla%2C%20Espa%C3%B1a%2C%202015-12-06%2C%20DD%2074.JPG?width=1280,19,6566,927
Q21006949,Palace of Viceroy Laserna,palace,Spain,ES,36.68187,-6.13901,,,https://en.wikipedia.org/wiki/Palace_of_Viceroy_Laserna,https://commons.wikimedia.org/wiki/Special:FilePath/Palaciovirreylaserna.jpg?width=1280,19,666,1510
Q59482,Rosendal Palace,palace,Sweden,SE,59.32889,18.11833,1827,19th century,https://en.wikipedia.org/wiki/Rosendal_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Rosendals%20palace%20May%202012.jpg?width=1280,19,7886,853
Q79160,Kisimul Castle,castle,Scotland,GB-SCT,56.952,-7.487,1427,15th century,https://en.wikipedia.org/wiki/Kisimul_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Kisimul%20Castle%2020090609.jpg?width=1280,19,16028,611
Q899545,Culzean Castle,castle,Scotland,GB-SCT,55.35464,-4.78929,,,https://en.wikipedia.org/wiki/Culzean_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Culzean%20Castle.JPG?width=1280,19,48464,389
Q57803,Tantallon Castle,castle,Scotland,GB-SCT,56.05639,-2.65056,1350,14th century,https://en.wikipedia.org/wiki/Tantallon_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Tantallon%20Castle.jpg?width=1280,19,29481,477
Q178522,Dunstaffnage Castle,castle,Scotland,GB-SCT,56.45465,-5.43694,1220,13th century,https://en.wikipedia.org/wiki/Dunstaffnage_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Dunstaffnage%20Castle.jpg?width=1280,19,14326,638
Q922422,Warkworth Castle,castle,England,GB-ENG,55.3452,-1.61178,,,https://en.wikipedia.org/wiki/Warkworth_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Warkworth%20Castle%20interior%2C%202007.jpg?width=1280,19,30478,472
Q514388,Loch Leven Castle,ruin,Scotland,GB-SCT,56.2008,-3.39179,1300,13th century,https://en.wikipedia.org/wiki/Lochleven_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Lochleven%20Castle%2001.jpg?width=1280,19,34920,436
Q816295,Belvoir Castle,castle,England,GB-ENG,52.8945,-0.78256,1067,11th century,https://en.wikipedia.org/wiki/Belvoir_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Belvoir%20Castle%20Leicestershire.jpg?width=1280,19,122836,307
Q3306356,Chirk Castle,castle,Wales,GB-WLS,52.935,-3.08972,1295,13th century,https://en.wikipedia.org/wiki/Chirk_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Castell%20y%20Waun%2C%20y%20Waun%2C%20Sir%20Wrecsam%20-%20Chirk%20Castle%2C%20Wrexham%20Borough%2C%20Wales%2007.jpg?width=1280,19,13409,656
Q2600886,Oxford Castle,castle,England,GB-ENG,51.7518,-1.26248,,,https://en.wikipedia.org/wiki/Oxford_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Oxford-castle.jpg?width=1280,19,28096,488
Q913573,Bridewell Palace,palace,England,GB-ENG,51.51179,-0.10576,,,https://en.wikipedia.org/wiki/Bridewell_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Prospect%20of%20Bridewell.jpg?width=1280,19,24163,520
Q1059945,Richmond Palace,palace,England,GB-ENG,51.46039,-0.31022,,,https://en.wikipedia.org/wiki/Richmond_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Richmond%20Palace%20remains%207423.jpg?width=1280,19,110595,316
Q1365061,Aizuwakamatsu Castle,castle,Japan,JP,37.48778,139.92972,1384,14th century,https://en.wikipedia.org/wiki/Aizuwakamatsu_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Aizuwakamatsu%20Castle%20ac%20%281%29.jpg?width=1280,19,15211,622
Q356289,"Hofburg, Innsbruck",castle,Austria,AT,47.2689,11.3944,,,"https://en.wikipedia.org/wiki/Hofburg,_Innsbruck",https://commons.wikimedia.org/wiki/Special:FilePath/Insbruk%20Hofburg%20%C4%8Delo%201.jpg?width=1280,18,12048,750
Q112738,Castle of Xabier,castle,Spain,ES,42.59403,-1.21583,,,https://en.wikipedia.org/wiki/Castle_of_Xavier,https://commons.wikimedia.org/wiki/Special:FilePath/Castillo%20de%20Javier%20Aircraft%20Turismo%20de%20Navarra.jpg?width=1280,18,7797,913
Q581644,Kokura Castle,castle,Japan,JP,33.88444,130.87426,1602,17th century,https://en.wikipedia.org/wiki/Kokura_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Kokura%20castle%20from%20the%20Japanese%20garden.jpg?width=1280,18,7644,922
Q655633,Pernštejn Castle,castle,Czech Republic,CZ,49.45083,16.31889,1270,13th century,https://en.wikipedia.org/wiki/Pern%C5%A1tejn_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Burg%20Pernstein.JPG?width=1280,18,12539,737
Q940492,Bouzov Castle,castle,Czech Republic,CZ,49.70444,16.88972,1300,13th century,https://en.wikipedia.org/wiki/Bouzov_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Bouzov%20hrad%20%28Burg%20Busau%29%20-%20by%20Pudelek%20%28cropped%29.jpg?width=1280,18,5028,1056
Q959733,Maglič,castle,Serbia,RS,43.6133,20.5378,1300,13th century,https://en.wikipedia.org/wiki/Magli%C4%8D,https://commons.wikimedia.org/wiki/Special:FilePath/Maglic-7k.jpg?width=1280,18,3889,1144
Q680644,Gvozdansko Castle,ruin,Croatia,HR,45.1333,16.2157,1500,15th century,https://en.wikipedia.org/wiki/Gvozdansko_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Gvozdansko%20castle%20ruin%2C%20Croatia.jpg?width=1280,18,1082,1506
Q785544,Olesko Castle,castle,Ukraine,UA,49.96834,24.90056,,,https://en.wikipedia.org/wiki/Olesko_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Olesko%20-%20Zamek%2002.jpg?width=1280,18,8250,889
Q1042740,San Andrés Castle,castle,Spain,ES,28.505,-16.19083,,,https://en.wikipedia.org/wiki/Castle_of_San_Andr%C3%A9s,https://commons.wikimedia.org/wiki/Special:FilePath/Festungsturm%20in%20San%20Andr%C3%A9s.JPG?width=1280,18,1706,1393
Q1014126,Het Steen,castle,Belgium,BE,51.22278,4.3975,1200,12th century,https://en.wikipedia.org/wiki/Het_Steen,https://commons.wikimedia.org/wiki/Special:FilePath/BEL%20Antwerpen%2C%20Het%20Steen%20005.jpg?width=1280,18,15620,653
Q1780430,Pieskowa Skała,castle,Poland,PL,50.24417,19.78,,,https://en.wikipedia.org/wiki/Pieskowa_Ska%C5%82a,https://commons.wikimedia.org/wiki/Special:FilePath/Pieskowa%20Skala%2023.jpg?width=1280,18,4772,1082
Q1801490,Lampron,castle,Turkey,TR,37.16674,34.60223,1071,11th century,https://en.wikipedia.org/wiki/Lampron,https://commons.wikimedia.org/wiki/Special:FilePath/Lampron%20castle.jpg?width=1280,18,3340,1189
Q1934670,Royal Palace of Olite,castle,Spain,ES,42.48173,-1.64956,1201,13th century,https://en.wikipedia.org/wiki/Palace_of_the_Kings_of_Navarre_of_Olite,https://commons.wikimedia.org/wiki/Special:FilePath/Palacio%20de%20Olite.JPG?width=1280,18,7136,943
Q1735335,Kastelholm Castle,castle,Finland,FI,60.2329,20.08066,1400,14th century,https://en.wikipedia.org/wiki/Kastelholm_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Kastelholmi%20linnus.jpg?width=1280,18,4909,1074
Q1968086,Bilhorod-Dnistrovskyi Fortress,castle,Ukraine,UA,46.20059,30.3507,,,https://en.wikipedia.org/wiki/Bilhorod-Dnistrovskyi_fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Bilhorod%20Dnistrovskyi.jpg?width=1280,18,8981,850
Q2121495,Qasr Azraq,castle,Jordan,JO,31.87996,36.82743,,,https://en.wikipedia.org/wiki/Qasr_al-Azraq,https://commons.wikimedia.org/wiki/Special:FilePath/QasrAlAzraq.jpg?width=1280,18,5698,1007
Q2247315,Limassol Castle,castle,Cyprus,CY,34.67231,33.04163,,,https://en.wikipedia.org/wiki/Limassol_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Limassol%2001-2017%20img21%20Castle%20exterior.jpg?width=1280,18,8543,875
Q2177577,Loevestein Castle,castle,Netherlands,,51.81639,5.02139,1368,14th century,https://en.wikipedia.org/wiki/Loevestein_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/2024-08-14%20Slot%20Loevestein%20ZvD%2055.jpg?width=1280,18,5674,1012
Q2918974,Sidon Sea Castle,castle,Lebanon,LB,33.567,35.3711,1228,13th century,https://en.wikipedia.org/wiki/Sidon_Sea_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/SidonSeaCastle.jpg?width=1280,18,9404,831
Q2453267,Kilkenny Castle,castle,Ireland,IE,52.65028,-7.24917,,,https://en.wikipedia.org/wiki/Kilkenny_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Kilkenny-castle.jpg?width=1280,18,42150,456
Q2478089,Kaunas Fortress,castle,Lithuania,LT,54.8989,23.8854,1879,19th century,https://en.wikipedia.org/wiki/Kaunas_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Kauno%20tvirtove.Kaunas%20Fortress.jpg?width=1280,18,8024,901
Q2498662,Vastseliina Castle,castle,Estonia,EE,57.7303,27.3614,,,https://en.wikipedia.org/wiki/Vastseliina_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Vastseliina%20linnus.JPG?width=1280,18,1128,1495
Q3306889,Copenhagen Castle,castle,Denmark,DK,55.67722,12.58,1400,14th century,https://en.wikipedia.org/wiki/Copenhagen_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Copenhagen%20Castle%201698.jpg?width=1280,18,10648,786
Q2075107,Turaida Castle,castle,Latvia,LV,57.18222,24.85028,1214,13th century,https://en.wikipedia.org/wiki/Turaida_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Turaida%20Castle.JPG?width=1280,18,10382,796
Q2627611,Vaxholm Fortress,fortress,Sweden,SE,59.40306,18.35972,1544,16th century,https://en.wikipedia.org/wiki/Vaxholm_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Vaxholms%20f%C3%A4stning%2C%20Vaxholms%20kastell%2C%20Vaxholm%2C%20Sverige%202009%206293.jpg?width=1280,18,5285,1042
Q2991256,Asen's Fortress,fortress,Bulgaria,BG,41.98667,24.87333,,,https://en.wikipedia.org/wiki/Asen%27s_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Asens%20Fortress%20TB%209.jpg?width=1280,18,7786,916
Q1480575,Ajlun Castle,castle,Jordan,JO,32.32521,35.72728,1184,12th century,https://en.wikipedia.org/wiki/Ajloun_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Ajlun%20Castle%20in%202009.jpg?width=1280,18,12552,734
Q2503140,Osowiec Fortress,fortress,Poland,PL,53.46861,22.64389,1882,19th century,https://en.wikipedia.org/wiki/Osowiec_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Twierdza%20Osowiec.%20Fort%20I-tunel%20zach..JPG?width=1280,18,36309,476
Q1896299,Tashichho Dzong,fortress,Bhutan,BT,27.48944,89.635,,,https://en.wikipedia.org/wiki/Tashichho_Dzong,https://commons.wikimedia.org/wiki/Special:FilePath/Tashichoedzong-Bhutan-2001.JPG?width=1280,18,22062,582
Q636638,Gjirokastër Fortress,fortress,Albania,AL,40.074,20.141,,,https://en.wikipedia.org/wiki/Gjirokast%C3%ABr_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Kalaja%20e%20Gjirokastr%C3%ABs%2015.jpg?width=1280,18,10768,781
Q548289,Taku Forts,fortress,People's Republic of China,CN,38.97713,117.7053,,,https://en.wikipedia.org/wiki/Taku_Forts,https://commons.wikimedia.org/wiki/Special:FilePath/%E5%A4%A7%E6%B2%BD%E7%A0%B2%E5%8F%B0%20%E5%A8%81%E5%AD%97%E7%A0%B2%E5%8F%B0.jpg?width=1280,18,17791,621
Q668772,Alcázar de Colón,fortress,Dominican Republic,DO,18.4775,-69.88275,1511,16th century,https://en.wikipedia.org/wiki/Alc%C3%A1zar_de_Col%C3%B3n,https://commons.wikimedia.org/wiki/Special:FilePath/Santo%20Domingo%20-%20Alcazar%20de%20Colon%2002.JPG?width=1280,18,13522,702
Q1034179,Chagres and Fort San Lorenzo,fortress,Panama,PA,9.32259,-80.00242,1590,16th century,https://en.wikipedia.org/wiki/Chagres_and_Fort_San_Lorenzo,https://commons.wikimedia.org/wiki/Special:FilePath/Toma%20a%C3%A9rea%20del%20Fuerte%20San%20Lorenzo.jpg?width=1280,18,6342,970
Q1798978,La Navidad,fortress,Haiti,HT,19.69056,-72.01583,1492,15th century,https://en.wikipedia.org/wiki/La_Navidad,https://commons.wikimedia.org/wiki/Special:FilePath/Vida%20y%20viajes%20de%20Cristobal%20Col%C3%B3n%2C%201851%20Construcci%C3%B3n%20de%20la%20fortaleza%20de%20La%20Navidad%20%283819531625%29.jpg?width=1280,18,48238,433
Q2511605,Tughlaqabad Fort,fortress,India,IN,28.51194,77.26083,,,https://en.wikipedia.org/wiki/Tughlaqabad_Fort,https://commons.wikimedia.org/wiki/Special:FilePath/A%20King%27s%20View.JPG?width=1280,18,27874,528
Q858940,Castel Capuano,castle,Italy,IT,40.85354,14.26444,,,https://en.wikipedia.org/wiki/Castel_Capuano,https://commons.wikimedia.org/wiki/Special:FilePath/Napoli%20-%20Castel%20Capuano.jpg?width=1280,18,4245,1113
Q702906,Frankenstein Castle,castle,Germany,DE,49.79333,8.66833,1252,13th century,https://en.wikipedia.org/wiki/Frankenstein_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/InnerCastle.jpg?width=1280,18,144650,337
Q1479356,Château de Talcy,castle,France,FR,47.76972,1.44444,1520,16th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Talcy,https://commons.wikimedia.org/wiki/Special:FilePath/Castle%20of%20Talcy%2002.jpg?width=1280,18,1261,1470
Q19844,Castle of Rivoli,castle,Italy,IT,45.07003,7.51025,1984,20th century,https://en.wikipedia.org/wiki/Rivoli_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/CastelloRivoli.JPG?width=1280,18,4860,1075
Q3662690,Castle of Melfi,castle,Italy,IT,40.99835,15.65281,,,https://en.wikipedia.org/wiki/Castle_of_Melfi,https://commons.wikimedia.org/wiki/Special:FilePath/Castello%20di%20melfi1.JPG?width=1280,18,3322,1191
Q1063236,Château Margaux,palace,France,FR,45.04442,-0.66871,,,https://en.wikipedia.org/wiki/Ch%C3%A2teau_Margaux,https://commons.wikimedia.org/wiki/Special:FilePath/Margaux%20exterior.jpg?width=1280,18,24925,556
Q1090583,Château Latour,palace,France,FR,45.17667,-0.745,,,https://en.wikipedia.org/wiki/Ch%C3%A2teau_Latour,https://commons.wikimedia.org/wiki/Special:FilePath/Chateau%20Latour%2001.jpg?width=1280,18,26419,534
Q462239,Pillnitz Castle,castle,Germany,DE,51.0089,13.8702,1400,14th century,https://en.wikipedia.org/wiki/Pillnitz_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Pillnitz-Wasseransicht.jpg?width=1280,18,8912,854
Q681355,Schönhausen Palace,palace,Germany,DE,52.57833,13.40556,,,https://en.wikipedia.org/wiki/Sch%C3%B6nhausen_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Berlin%20Schloss%20Schoenhausen%2006-2014.jpg?width=1280,18,8574,873
Q322433,Bürresheim Castle,castle,Germany,DE,50.3528,7.17971,,,https://en.wikipedia.org/wiki/B%C3%BCrresheim_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Buerresheim%201.jpg?width=1280,18,22016,585
Q1370513,Euxinograd,palace,Bulgaria,BG,43.21917,27.99469,1885,19th century,https://en.wikipedia.org/wiki/Euxinograd,https://commons.wikimedia.org/wiki/Special:FilePath/Euxinograd%202017%2077.jpg?width=1280,18,8411,883
Q674963,Charlottenhof Palace,palace,Germany,DE,52.3955,13.0259,1826,19th century,https://en.wikipedia.org/wiki/Charlottenhof_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Schloss%20Charlottenhof%20Park%20Sanssouci%20Potsdam.jpg?width=1280,18,5313,1037
Q2046808,Palace of Charles V,palace,Spain,ES,37.17694,-3.58944,1526,16th century,https://en.wikipedia.org/wiki/Palace_of_Charles_V,https://commons.wikimedia.org/wiki/Special:FilePath/Palacio%20de%20Carlos%20V%2004.JPG?width=1280,18,21110,593
Q198287,Colchester Castle,castle,England,GB-ENG,51.89059,0.90305,1069,11th century,https://en.wikipedia.org/wiki/Colchester_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Colchester-castle.jpg?width=1280,18,21049,595
Q217058,Castle Stalker,castle,Scotland,GB-SCT,56.57154,-5.38619,1320,14th century,https://en.wikipedia.org/wiki/Castle_Stalker,https://commons.wikimedia.org/wiki/Special:FilePath/Castle%20Stalker%20Scotland.jpg?width=1280,18,34742,481
Q732249,Portchester Castle,castle,England,GB-ENG,50.8375,-1.115,1100,11th century,https://en.wikipedia.org/wiki/Portchester_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Portchester%20castle%2004.jpg?width=1280,18,26006,541
Q319745,Aberystwyth Castle,castle,Wales,GB-WLS,52.41328,-4.0895,1277,13th century,https://en.wikipedia.org/wiki/Aberystwyth_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Arfordir%20Aberystwyth%2C%20Ceredigion%20-%20Aberystwyth%20SAC%20Special%20Areas%20of%20Conservation%2C%20West%20Wales%20Marine%2043.jpg?width=1280,18,10112,807
Q1138741,Craigievar Castle,castle,Scotland,GB-SCT,57.17415,-2.71812,1626,17th century,https://en.wikipedia.org/wiki/Craigievar_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Craigievar-Castle.jpg?width=1280,18,15518,657
Q782719,Old Sarum,castle,England,GB-ENG,51.09333,-1.80472,,,https://en.wikipedia.org/wiki/Old_Sarum,https://commons.wikimedia.org/wiki/Special:FilePath/Aerial%20photograph%20of%20Old%20Sarum%20site%2C%20on%20departure%20from%20Old%20Sarum%20airfield.jpg?width=1280,18,75009,381
Q501080,Kimbolton Castle,castle,England,GB-ENG,52.2956,-0.38716,1200,12th century,https://en.wikipedia.org/wiki/Kimbolton_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Kimbolton%20Castle%2001.jpg?width=1280,18,61040,402
Q1672292,Norwich Castle,castle,England,GB-ENG,52.6281,1.29678,1066,11th century,https://en.wikipedia.org/wiki/Norwich_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Norwich%20castle.JPG?width=1280,18,52379,418
Q1070187,Chepstow Castle,castle,Wales,GB-WLS,51.6439,-2.6757,1067,11th century,https://en.wikipedia.org/wiki/Chepstow_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Chepstow%20castle%20-%20panoramio.jpg?width=1280,18,33601,492
Q1439593,Fotheringhay Castle,ruin,England,GB-ENG,52.52433,-0.43622,,,https://en.wikipedia.org/wiki/Fotheringhay_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Fotheringhay%20motte%2C%202009.jpg?width=1280,18,97543,362
Q2524183,Framlingham Castle,castle,England,GB-ENG,52.2246,1.34661,,,https://en.wikipedia.org/wiki/Framlingham_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Framlingham%20Castle%20Sunset.jpg?width=1280,18,42486,455
